Model Number,Company,Display Size,Display Type,Display Protection Type,Total Storage,Storage Type,Total RAM,RAM Type,Processor,Battery Capacity,Front Camera MP,Front Dual Camera MP,Back Camera MP,Wide Camera MP,Micro Camera MP,Body Type,Body Back,Wireless Charging,NFC Support,Price (USD)
Xiaomi-1671,Xiaomi,6.5,Liquid Retina,Scratch-resistant glass,512,UFS 3.1,8,LPDDR4X,A14 Bionic,5000,20,16.0,64,20,8,Metallic,Polycarbonate back,True,False,775
Google-3614,Google,5.4,OLED,Scratch-resistant glass,128,NVMe,12,LPDDR5,A14 Bionic,6000,12,,12,20,8,Glass,Leather back,True,False,1392
Apple-6358,Apple,6.5,IPS LCD,Ion-strengthened glass,128,eMMC 5.1,4,LPDDR5,A16 Bionic,4500,20,8.0,16,16,12,Polycarbonate,Leather back,False,True,1300
OnePlus-5953,OnePlus,6.1,OLED,Scratch-resistant glass,256,NVMe,4,LPDDR5,A17 Pro,4000,8,12.0,12,20,5,Polycarbonate,Leather back,True,False,904
Google-8238,Google,6.1,IPS LCD,Gorilla Glass,256,NVMe,4,LPDDR5,A15 Bionic,4500,20,,48,16,5,Plastic,Polycarbonate back,False,True,959
Apple-1676,Apple,6.1,IPS LCD,Gorilla Glass,256,eMMC 5.1,8,LPDDR4X,A14 Bionic,4000,8,12.0,64,8,8,Plastic,Glass back,True,True,1664
Apple-2307,Apple,6.5,Liquid Retina,Scratch-resistant glass,1024,UFS 3.1,4,LPDDR4X,A16 Bionic,5500,12,8.0,48,8,5,Metallic,Leather back,True,False,983
Google-7150,Google,5.4,IPS LCD,Scratch-resistant glass,128,UFS 3.1,12,LPDDR4X,A14 Bionic,5500,16,,64,16,2,Polycarbonate,Polycarbonate back,False,True,614
Xiaomi-8575,Xiaomi,7.0,IPS LCD,Gorilla Glass,64,NVMe,6,LPDDR4X,A17 Pro,4500,20,8.0,12,12,12,Glass,Polycarbonate back,True,True,959
OnePlus-4798,OnePlus,6.1,OLED,Ion-strengthened glass,64,NVMe,4,LPDDR4X,A14 Bionic,6000,12,,64,8,5,Glass,Plastic,True,False,635
OnePlus-4546,OnePlus,5.4,Super Retina XDR,Ion-strengthened glass,512,eMMC 5.1,4,LPDDR4X,A16 Bionic,5500,8,,108,20,5,Glass,Polycarbonate back,True,True,793
Google-2977,Google,6.1,Super Retina XDR,Gorilla Glass,128,NVMe,12,LPDDR4X,A13 Bionic,4000,8,12.0,12,12,2,Glass,Plastic,False,True,994
Apple-5946,Apple,6.7,OLED,Gorilla Glass,64,eMMC 5.1,4,LPDDR4X,A13 Bionic,4000,16,,108,20,12,Polycarbonate,Plastic,False,True,907
Apple-7481,Apple,6.1,IPS LCD,Gorilla Glass,1024,eMMC 5.1,12,LPDDR4X,A16 Bionic,5500,16,16.0,48,16,8,Plastic,Leather back,False,False,979
Apple-4718,Apple,5.4,OLED,Gorilla Glass,128,UFS 3.1,12,LPDDR4X,A15 Bionic,5500,8,8.0,16,20,5,Metallic,Plastic,False,True,710
Apple-7624,Apple,7.0,IPS LCD,Gorilla Glass,256,UFS 3.1,4,LPDDR4X,A17 Pro,6000,20,12.0,64,12,2,Plastic,Plastic,False,True,1980
OnePlus-6908,OnePlus,6.5,IPS LCD,Scratch-resistant glass,256,eMMC 5.1,6,LPDDR4X,A14 Bionic,4000,16,8.0,108,8,2,Plastic,Plastic,True,False,1032
Apple-8141,Apple,6.7,Liquid Retina,Scratch-resistant glass,512,UFS 3.1,4,LPDDR5,A16 Bionic,5500,16,8.0,12,8,2,Glass,Polycarbonate back,True,False,933
OnePlus-7640,OnePlus,6.5,Super Retina XDR,Ion-strengthened glass,64,NVMe,6,LPDDR4X,A15 Bionic,4000,8,,64,16,12,Plastic,Plastic,False,True,734
Google-9068,Google,6.1,Super Retina XDR,Ceramic Shield,64,NVMe,4,LPDDR5,A14 Bionic,4500,16,8.0,64,12,8,Plastic,Glass back,False,True,613
OnePlus-3087,OnePlus,7.0,OLED,Scratch-resistant glass,128,eMMC 5.1,8,LPDDR5,A17 Pro,6000,20,,48,12,12,Glass,Glass back,True,True,994
OnePlus-3887,OnePlus,6.5,Liquid Retina,Gorilla Glass,256,UFS 3.1,12,LPDDR5,A16 Bionic,5500,16,,12,16,2,Glass,Glass back,False,False,518
Xiaomi-3213,Xiaomi,5.4,IPS LCD,Scratch-resistant glass,1024,NVMe,8,LPDDR4X,A14 Bionic,5000,8,8.0,16,8,8,Glass,Polycarbonate back,True,False,240
Xiaomi-1945,Xiaomi,6.7,Super Retina XDR,Scratch-resistant glass,64,eMMC 5.1,12,LPDDR4X,A16 Bionic,5500,16,16.0,12,8,2,Polycarbonate,Glass back,True,False,883
Apple-3020,Apple,7.0,OLED,Ion-strengthened glass,256,eMMC 5.1,12,LPDDR5,A13 Bionic,4000,20,8.0,108,20,2,Glass,Polycarbonate back,True,False,819
Apple-9747,Apple,5.4,OLED,Gorilla Glass,512,eMMC 5.1,6,LPDDR4X,A14 Bionic,5500,16,12.0,48,12,12,Glass,Leather back,True,False,902
Xiaomi-5987,Xiaomi,6.5,Super Retina XDR,Scratch-resistant glass,128,NVMe,8,LPDDR5,A17 Pro,4500,16,,64,12,5,Glass,Polycarbonate back,False,False,302
Xiaomi-3003,Xiaomi,7.0,IPS LCD,Ion-strengthened glass,128,eMMC 5.1,8,LPDDR4X,A13 Bionic,4500,20,16.0,16,16,2,Glass,Leather back,True,False,637
Apple-4390,Apple,7.0,Liquid Retina,Ceramic Shield,1024,UFS 3.1,4,LPDDR4X,A16 Bionic,5000,16,,64,16,2,Plastic,Leather back,False,False,1589
Samsung-5353,Samsung,6.5,Super Retina XDR,Ceramic Shield,512,eMMC 5.1,8,LPDDR4X,A15 Bionic,4000,8,12.0,64,16,12,Metallic,Polycarbonate back,False,False,896
Apple-7534,Apple,5.4,Super Retina XDR,Ion-strengthened glass,64,eMMC 5.1,6,LPDDR4X,A17 Pro,4000,16,12.0,48,16,5,Polycarbonate,Glass back,False,True,1247
Samsung-7220,Samsung,7.0,IPS LCD,Scratch-resistant glass,64,eMMC 5.1,6,LPDDR5,A14 Bionic,4000,12,16.0,64,20,8,Metallic,Plastic,True,False,1027
Xiaomi-5300,Xiaomi,5.4,Liquid Retina,Ion-strengthened glass,128,NVMe,4,LPDDR5,A16 Bionic,5000,16,,64,12,12,Metallic,Plastic,True,False,971
Xiaomi-9052,Xiaomi,6.7,Liquid Retina,Gorilla Glass,1024,UFS 3.1,8,LPDDR5,A13 Bionic,4000,8,16.0,12,16,5,Plastic,Plastic,False,False,398
Xiaomi-3046,Xiaomi,7.0,Liquid Retina,Scratch-resistant glass,512,eMMC 5.1,6,LPDDR4X,A17 Pro,6000,16,12.0,12,12,5,Metallic,Polycarbonate back,True,True,398
Xiaomi-5616,Xiaomi,6.7,OLED,Gorilla Glass,256,eMMC 5.1,8,LPDDR5,A14 Bionic,5000,8,8.0,12,20,5,Metallic,Leather back,False,True,654
Samsung-9310,Samsung,6.1,Liquid Retina,Ceramic Shield,512,eMMC 5.1,4,LPDDR5,A15 Bionic,6000,16,,48,20,12,Plastic,Plastic,False,True,640
OnePlus-7081,OnePlus,6.1,IPS LCD,Gorilla Glass,256,eMMC 5.1,6,LPDDR4X,A15 Bionic,5000,20,8.0,64,16,8,Polycarbonate,Glass back,False,True,988
OnePlus-9536,OnePlus,6.1,IPS LCD,Gorilla Glass,512,UFS 3.1,4,LPDDR4X,A15 Bionic,4500,8,16.0,16,8,5,Metallic,Plastic,True,True,753
Xiaomi-7961,Xiaomi,5.4,OLED,Ion-strengthened glass,64,UFS 3.1,12,LPDDR4X,A17 Pro,5500,8,16.0,108,12,8,Plastic,Polycarbonate back,False,True,373
Apple-3973,Apple,6.1,Super Retina XDR,Gorilla Glass,1024,eMMC 5.1,6,LPDDR4X,A15 Bionic,6000,12,,64,20,12,Glass,Polycarbonate back,False,False,971
Samsung-7889,Samsung,7.0,OLED,Ceramic Shield,1024,eMMC 5.1,4,LPDDR5,A15 Bionic,5000,8,,12,12,8,Polycarbonate,Plastic,True,False,1262
Xiaomi-4216,Xiaomi,6.1,OLED,Ion-strengthened glass,512,eMMC 5.1,12,LPDDR4X,A14 Bionic,4000,16,8.0,16,20,5,Glass,Polycarbonate back,False,False,922
Xiaomi-5336,Xiaomi,6.7,Liquid Retina,Ceramic Shield,64,NVMe,8,LPDDR5,A17 Pro,4500,20,,12,16,5,Polycarbonate,Leather back,False,True,845
Apple-9663,Apple,7.0,OLED,Ceramic Shield,512,eMMC 5.1,4,LPDDR4X,A17 Pro,5000,12,,64,16,8,Metallic,Leather back,True,False,784
OnePlus-1583,OnePlus,6.7,IPS LCD,Ceramic Shield,64,UFS 3.1,6,LPDDR4X,A13 Bionic,6000,20,,108,16,8,Polycarbonate,Glass back,False,False,569
OnePlus-9402,OnePlus,6.7,IPS LCD,Scratch-resistant glass,128,UFS 3.1,12,LPDDR5,A13 Bionic,5500,12,16.0,64,8,2,Glass,Plastic,False,True,584
Google-6424,Google,6.7,IPS LCD,Ceramic Shield,256,eMMC 5.1,8,LPDDR4X,A15 Bionic,4000,12,8.0,12,8,12,Glass,Plastic,True,True,1332
Apple-2303,Apple,7.0,IPS LCD,Gorilla Glass,128,UFS 3.1,6,LPDDR5,A15 Bionic,6000,16,12.0,64,20,12,Glass,Polycarbonate back,False,False,1887
Samsung-9811,Samsung,5.4,IPS LCD,Ceramic Shield,256,UFS 3.1,6,LPDDR5,A14 Bionic,6000,12,16.0,16,12,2,Plastic,Glass back,False,False,1019
Apple-7058,Apple,6.5,Super Retina XDR,Ion-strengthened glass,128,eMMC 5.1,12,LPDDR4X,A15 Bionic,5000,20,8.0,12,8,8,Plastic,Leather back,False,True,1130
Apple-8532,Apple,5.4,Super Retina XDR,Ion-strengthened glass,64,NVMe,4,LPDDR5,A16 Bionic,5000,8,8.0,108,8,2,Polycarbonate,Polycarbonate back,False,False,1072
Xiaomi-5706,Xiaomi,6.1,Super Retina XDR,Gorilla Glass,128,eMMC 5.1,6,LPDDR5,A16 Bionic,5500,20,12.0,48,12,12,Glass,Polycarbonate back,False,False,565
Samsung-7645,Samsung,6.7,Liquid Retina,Ion-strengthened glass,128,UFS 3.1,4,LPDDR4X,A16 Bionic,6000,8,8.0,16,8,2,Plastic,Glass back,False,False,728
Google-5086,Google,7.0,OLED,Gorilla Glass,64,UFS 3.1,6,LPDDR4X,A13 Bionic,6000,12,,108,12,2,Metallic,Polycarbonate back,False,False,1036
Samsung-1627,Samsung,6.7,Super Retina XDR,Ion-strengthened glass,1024,UFS 3.1,4,LPDDR5,A14 Bionic,4500,16,8.0,16,20,12,Polycarbonate,Glass back,False,True,1458
